"zone","flood","std","temp","elevation","hi","lo"
"chan",0,0.0532742630105404,1.07564840740816,0.853680125069224,12.1521507675361,12.045602241515
"chan",1,0.0532742630105405,0.832624197890866,0.853680125069224,11.9091265580188,11.8025780319977
"inter",0,0.0824042204371017,1.83215478878408,0.706801162287618,12.9377871063385,12.7729786654643
"inter",1,0.0824042204371017,1.58913057926679,0.706801162287618,12.6947628968213,12.5299544559471
"mid",0,0.0526897442450368,1.09081989238622,0.850734516106373,12.1667377337486,12.0613582452586
"mid",1,0.0526897442450368,0.847795682868933,0.850734516106373,11.9237135242313,11.8183340357413
"tower",0,0.155166932094921,0.243024209517291,0.642,11.4214192387296,11.1110853745397
"tower",1,0.155166932094921,0,0.642,11.1783950292123,10.8680611650224
