pix,year,winlst.sum,winlst.avg,lst2.sum,lst2.avg,greenup.lst,greenup.soil
472500 3480720,2015,1222.5653639350057,13.584059599277841,537.368316976015,10.966700346449285,2015-03-19,2015-02-15
472500 3480720,2016,1410.4310300282386,15.499242088222402,623.6255201015664,12.727051430644211,2016-02-21,2016-02-09
472500 3480720,2017,1491.9770918442366,16.577523242713742,782.5982614427819,15.971393090669018,2017-02-10,2017-01-27
472500 3480720,2018,1437.331759095532,15.970352878839245,828.7743087658654,16.91376140338501,2018-02-04,2018-02-14
472500 3480720,2019,1793.4759919484225,19.92751102164914,1057.6311600786528,21.58430938936026,2019-01-18,2019-01-27
472500 3480720,2020,270.49267803639214,16.90579237727451,NA,NaN,NA,NA
472500 3480750,2014,1287.9446372390214,14.310495969322462,544.8562435209047,11.119515173896016,2014-03-09,2014-02-23
472500 3480750,2015,1172.621200718163,13.029124452424034,513.5055795806325,10.479705705727191,2015-03-22,2015-02-24
472500 3480750,2016,1396.7969329794425,15.349416845927939,613.0917590452228,12.512076715208629,2016-02-22,2016-02-15
472500 3480750,2017,1476.0512508848824,16.40056945427647,775.7093265294416,15.830802582233503,2017-02-10,2017-01-29
472500 3480750,2018,1331.0087452054913,14.788986057838791,735.7128490488197,15.01454793977183,2018-02-15,2018-02-15
472500 3480750,2019,1568.6582166677347,17.429535740752605,860.2507552422297,17.55613786208632,2019-02-02,2019-02-05
472500 3480750,2020,268.48823135635814,16.780514459772384,NA,NaN,NA,NA
472530 3480630,2014,1402.2778327214314,15.580864808015905,583.170691603259,11.901442685780795,2014-02-26,2014-02-21
472530 3480630,2015,1230.4615608273473,13.671795120303859,543.4547258473235,11.090912772394358,2015-03-18,2015-02-19
472530 3480630,2016,1422.7567319367292,15.63468936194208,629.7807791663179,12.852668962577916,2016-02-20,2016-02-15
472530 3480630,2017,1500.9163854388016,16.676848727097795,789.2399214492441,16.106937172433554,2017-02-09,2017-01-28
472530 3480630,2018,1449.9515532312903,16.110572813681003,835.6896314131233,17.054890437002516,2018-02-04,2018-02-14
472530 3480630,2019,1804.472235262161,20.0496915029129,1064.8720595790055,21.73208284855113,2019-01-18,2019-01-29
472530 3480630,2020,429.19400143905517,17.883083393293965,NA,NaN,NA,NA
472530 3480660,2014,1402.6962244804056,15.58551360533784,580.7009964082266,11.851040743025033,2014-02-26,2014-02-22
472530 3480660,2015,1233.089593845195,13.700995487168832,543.9125629493184,11.100256386720783,2015-03-18,2015-02-24
472530 3480660,2016,1422.5599895860269,15.632527358088208,629.0995570519965,12.838766470448908,2016-02-20,2016-02-15
472530 3480660,2017,1501.3768352636514,16.681964836262793,788.2696452425112,16.087135617194107,2017-02-09,2017-01-29
472530 3480660,2018,1466.8579377454294,16.298421530504772,834.6037287844204,17.032729158865724,2018-02-04,2018-02-15
472530 3480660,2019,1806.3659855247777,20.07073317249753,1063.757434463595,21.709335397216222,2019-01-18,2019-01-31
472530 3480660,2020,431.4721810830259,17.97800754512608,NA,NaN,NA,NA
472530 3480690,2014,1307.4771296671256,14.527523662968063,550.1142983531676,11.226822415370766,2014-03-08,2014-02-24
472530 3480690,2015,1232.4831897629701,13.694257664033003,543.5576764534902,11.093013805173271,2015-03-18,2015-02-25
472530 3480690,2016,1421.1384322754604,15.616905849180885,628.5914014720261,12.828395948408696,2016-02-20,2016-02-19
472530 3480690,2017,1501.2206813214862,16.68022979246096,789.6743943991378,16.11580396732934,2017-02-09,2017-01-29
472530 3480690,2018,1443.7720480649255,16.04191164516584,831.3699477788368,16.96673362813953,2018-02-04,2018-02-15
472530 3480690,2019,1801.7259148487162,20.019176831652402,1062.2490389991308,21.67855181630879,2019-01-18,2019-02-01
472530 3480690,2020,428.4301919699799,17.851257998749162,NA,NaN,NA,NA
472530 3480720,2014,1397.7666544845592,15.530740605383992,577.6327593237402,11.788423659668167,2014-02-26,2014-02-21
472530 3480720,2015,1232.3483753445414,13.692759726050461,541.8410671975344,11.057980963214986,2015-03-18,2015-02-19
472530 3480720,2016,1419.2954395927088,15.596653182337459,626.919842783488,12.79428250578547,2016-02-21,2016-02-11
472530 3480720,2017,1499.8155018588684,16.66461668732076,787.4800634092903,16.071021702230414,2017-02-09,2017-01-28
472530 3480720,2018,1455.7710502753182,16.17523389194798,830.481399392684,16.948599987605796,2018-02-04,2018-02-14
472530 3480720,2019,1801.873856331179,20.02082062590199,1060.8569103400214,21.650141027347377,2019-01-18,2019-01-28
472530 3480720,2020,429.61833447806356,17.90076393658598,NA,NaN,NA,NA
472530 3480750,2014,1300.041468487588,14.444905205417644,545.8670070469236,11.140143000957623,2014-03-08,2014-02-21
472530 3480750,2015,1220.351246714136,13.559458296823735,534.1130119021994,10.900265549024478,2015-03-18,2015-02-19
472530 3480750,2016,1403.0432026745018,15.418057172247272,616.3945861104704,12.579481349193275,2016-02-21,2016-02-11
472530 3480750,2017,1488.5011423424635,16.538901581582927,780.0719500241808,15.9198357147792,2017-02-10,2017-01-28
472530 3480750,2018,1361.4471822523237,15.127190913914706,744.5445293040024,15.19478631232658,2018-02-14,2018-02-15
472530 3480750,2019,1595.9992071109216,17.733324523454684,860.3475663196698,17.55811359836061,2019-02-02,2019-02-04
472530 3480750,2020,270.70443590334605,16.91902724395913,NA,NaN,NA,NA
472530 3480780,2014,1281.8754698062585,14.243060775625095,539.5630945919485,11.011491726366296,2014-03-09,2014-02-13
472530 3480780,2015,1162.3442824798246,12.914936471998052,507.1901380114535,10.350819143090888,2015-03-22,2015-02-12
472530 3480780,2016,1384.716648945306,15.21666647192644,607.592393161212,12.399844758392083,2016-02-22,2016-02-06
472530 3480780,2017,1465.1227363748656,16.279141515276283,768.5564662015926,15.684825840848829,2017-02-10,2017-01-26
472530 3480780,2018,1319.161589884058,14.657350998711756,733.7647478917345,14.974790773300702,2018-02-15,2018-02-13
472530 3480780,2019,1552.6056865287655,17.251174294764063,848.6434020417781,17.31925310289343,2019-02-04,2019-01-27
472530 3480780,2020,262.2230276523685,16.38893922827303,NA,NaN,NA,NA
472530 3480810,2014,1279.1262156917544,14.212513507686161,538.3343159480854,10.986414611185417,2014-03-09,2014-02-23
472530 3480810,2015,1199.9092229923037,13.332324699914485,521.861018542321,10.65022486821063,2015-03-19,2015-02-24
472530 3480810,2016,1379.593492888329,15.160368053717901,605.0338612321814,12.347629821064926,2016-02-23,2016-02-15
472530 3480810,2017,1470.4296547420658,16.338107274911845,770.8996620573213,15.732646164435128,2017-02-10,2017-01-29
472530 3480810,2018,1324.1311877793055,14.712568753103394,736.4934380830188,15.030478328224874,2018-02-15,2018-02-16
472530 3480810,2019,1552.7350815594195,17.252612017326886,846.8982323499837,17.283637394897628,2019-02-04,2019-02-06
472530 3480810,2020,261.1576395652708,16.322352472829426,NA,NaN,NA,NA
472560 3480630,2014,1402.1091312889444,15.578990347654937,582.157657119518,11.880768512643225,2014-02-26,2014-02-13
472560 3480630,2015,1229.901810160337,13.66557566844819,541.2449550895919,11.045815409991672,2015-03-18,2015-02-11
472560 3480630,2016,1424.184363336419,15.650377619081528,628.0269806605542,12.816877156337839,2016-02-21,2016-02-06
472560 3480630,2017,1499.120311625422,16.656892351393576,786.8818582066976,16.058813432789748,2017-02-09,2017-01-25
472560 3480630,2018,1446.441315421362,16.07157017134847,832.4203409869881,16.98817022422425,2018-02-04,2018-02-12
472560 3480630,2019,1802.8682811928593,20.03186979103177,1062.2804729951379,21.67919332643139,2019-01-18,2019-01-26
472560 3480630,2020,429.8920722468595,17.91216967695248,NA,NaN,NA,NA
472560 3480660,2014,1308.415918824394,14.53795465360438,549.981094956929,11.224103978712838,2014-03-08,2014-02-13
472560 3480660,2015,1231.3681383514065,13.681868203904516,542.5036523546636,11.071503109278849,2015-03-18,2015-02-11
472560 3480660,2016,1424.1179042206224,15.649647299127718,627.2764100443372,12.801559388659944,2016-02-21,2016-02-06
472560 3480660,2017,1497.8104161497379,16.64233795721931,785.6054275983174,16.03276382853709,2017-02-09,2017-01-25
472560 3480660,2018,1445.2032376060279,16.057813751178088,830.7685111703992,16.954459411640798,2018-02-04,2018-02-12
472560 3480660,2019,1801.3953399275426,20.015503776972697,1060.7349516784634,21.64765207507068,2019-01-18,2019-01-26
472560 3480660,2020,430.39822727007936,17.93325946958664,NA,NaN,NA,NA
472560 3480690,2014,1301.6560705859072,14.4628452287323,545.4792459221138,11.132229508614568,2014-03-08,2014-02-13
472560 3480690,2015,1227.3487787729118,13.637208653032355,539.6338589425709,11.012935896787162,2015-03-18,2015-02-12
472560 3480690,2016,1417.0972644457142,15.572497411491364,623.8138272200504,12.730894433062252,2016-02-21,2016-02-06
472560 3480690,2017,1494.8834170398786,16.60981574488754,785.0489631927597,16.021407412097137,2017-02-09,2017-01-26
472560 3480690,2018,1436.7697217146024,15.964108019051137,826.0021442551166,16.857186617451358,2018-02-05,2018-02-13
472560 3480690,2019,1795.6642379477566,19.951824866086184,1057.4882959550755,21.581393795001542,2019-01-19,2019-01-26
472560 3480690,2020,428.46486956675193,17.852702898614663,NA,NaN,NA,NA
472560 3480720,2014,1394.813351723714,15.497926130263489,573.0212709757719,11.694311652566773,2014-02-26,2014-02-22
472560 3480720,2015,1227.7601481975303,13.641779424417003,540.6940185258313,11.03457180664962,2015-03-18,2015-02-24
472560 3480720,2016,1437.6244822271376,15.798071233265249,624.0657622945898,12.736035965195711,2016-02-21,2016-02-15
472560 3480720,2017,1499.6159918854241,16.662399909838044,785.7125196044079,16.034949379681795,2017-02-09,2017-01-29
472560 3480720,2018,1444.8566405337167,16.053962672596853,826.6848988025092,16.87112038372468,2018-02-05,2018-02-15
472560 3480720,2019,1800.896595635467,20.009962173727413,1058.1063049977054,21.594006224442964,2019-01-18,2019-01-31
472560 3480720,2020,433.24568654331614,18.051903605971503,NA,NaN,NA,NA
472560 3480750,2014,1277.1019395828775,14.19002155092086,535.7472212855896,10.933616760930398,2014-03-09,2014-02-22
472560 3480750,2015,1204.3656933096202,13.381841036773558,524.5363550120161,10.704823571673797,2015-03-19,2015-02-24
472560 3480750,2016,1386.5369561102582,15.236669847365475,607.0550797046533,12.388879177645984,2016-02-22,2016-02-15
472560 3480750,2017,1472.949537079918,16.366105967554642,773.2039899930454,15.779673265164192,2017-02-10,2017-01-29
472560 3480750,2018,1335.8004800583249,14.842227556203609,737.4206894187802,15.049401824873065,2018-02-15,2018-02-15
472560 3480750,2019,1556.956035753315,17.299511508370166,848.9011702865711,17.32451367931778,2019-02-04,2019-02-06
472560 3480750,2020,261.5485178559798,16.346782365998738,NA,NaN,NA,NA
472560 3480780,2014,1259.2773724933572,13.991970805481747,525.9025286746675,10.732704666829948,2014-03-10,2014-02-27
472560 3480780,2015,1132.062267361905,12.578469637354498,491.09740028524624,10.022395924188698,2015-03-23,2015-03-06
472560 3480780,2016,1372.0741350106127,15.07773774736937,595.1529940783976,12.145979470987706,2016-02-23,2016-02-23
472560 3480780,2017,1444.374216146012,16.048602401622357,758.1636880072566,15.472728326678707,2017-02-11,2017-02-03
472560 3480780,2018,1288.0294318697354,14.311438131885948,714.7876334183085,14.587502722822622,2018-02-16,2018-02-20
472560 3480780,2019,1525.3638809201448,16.948487565779388,832.7397579257035,16.994688937259255,2019-02-05,2019-02-10
472560 3480780,2020,264.939831273453,16.558739454590814,NA,NaN,NA,NA
472560 3480810,2014,1254.467373671535,13.938526374128166,523.4417687028875,10.682485075569133,2014-03-10,2014-03-14
472560 3480810,2015,1119.9478441559086,12.44386493506565,483.68044868006854,9.871029564899358,2015-03-24,2015-03-16
472560 3480810,2016,1362.7645827007448,14.97543497473346,589.1921813541626,12.024330231717604,2016-02-24,2016-03-04
472560 3480810,2017,1433.5997240004478,15.9288858222272,752.363190249558,15.354350821419551,2017-02-11,2017-02-11
472560 3480810,2018,1276.3320561703574,14.181467290781749,709.249855207864,14.474486840976816,2018-02-17,2018-02-25
472560 3480810,2019,1511.7865810082537,16.797628677869486,824.0343761063257,16.817028083802565,2019-02-06,2019-02-18
472560 3480810,2020,263.51462489193943,16.469664055746215,NA,NaN,NA,NA
472560 3480840,2014,1247.2387382730838,13.858208203034263,519.5480542649395,10.60302151561101,2014-03-11,2014-03-19
472560 3480840,2015,1109.7590007941924,12.330655564379917,477.49108848521917,9.744716091535084,2015-03-24,2015-03-20
472560 3480840,2016,1353.4050643218693,14.872583124416147,583.1933419010347,11.90190493675581,2016-02-25,2016-03-11
472560 3480840,2017,1423.723512749558,15.819150141661757,745.9349016569136,15.223161258304357,2017-02-11,2017-02-15
472560 3480840,2018,1265.7080705315848,14.063423005906497,702.8650954584641,14.344185621601309,2018-02-17,2018-02-27
472560 3480840,2019,1500.0902011006397,16.66766890111822,816.6351672105933,16.666023820624353,2019-02-06,2019-02-21
472560 3480840,2020,261.9518157998869,16.37198848749293,NA,NaN,NA,NA
472560 3480870,2014,1238.793028015413,13.764366977949033,515.8859333709668,10.528284354509525,2014-03-11,2014-03-25
472560 3480870,2015,1100.5976067808174,12.228862297564639,472.62521865147613,9.64541262554033,2015-03-24,2015-03-22
472560 3480870,2016,1342.6027083660288,14.753875916110205,579.0118227028195,11.81656781026162,2016-02-25,2016-03-13
472560 3480870,2017,1415.706635883968,15.730073732044088,741.7937435950386,15.138647828470175,2017-02-11,2017-02-17
472560 3480870,2018,1258.977071377614,13.988634126417933,700.4553001862623,14.29500612625025,2018-02-17,2018-02-28
472560 3480870,2019,1492.0137321128284,16.577930356809205,813.3343929867499,16.59866108136224,2019-02-07,2019-02-25
472560 3480870,2020,259.9465944723479,16.246662154521744,NA,NaN,NA,NA
472590 3480600,2014,1398.7047674222085,15.541164082468985,582.1826198219666,11.881277955550338,2014-02-26,2014-02-17
472590 3480600,2015,1220.6333873230988,13.562593192478875,537.1814699786302,10.962887142421023,2015-03-19,2015-02-15
472590 3480600,2016,1418.498995791024,15.587901052648617,627.2418670601025,12.800854429798012,2016-02-21,2016-02-08
472590 3480600,2017,1491.6934770352243,16.57437196705805,783.5474243668112,15.990763762587985,2017-02-09,2017-01-27
472590 3480600,2018,1373.7764506106653,15.264182784562948,747.6407035373194,15.257973541577947,2018-02-14,2018-02-14
472590 3480600,2019,1799.712453840388,19.996805042670978,1062.405247849572,21.681739752032087,2019-01-18,2019-01-27
472590 3480600,2020,428.9857294363992,17.8744053931833,NA,NaN,NA,NA
472590 3480630,2014,1304.2851874494418,14.49205763832713,552.640203685991,11.278371503795734,2014-03-08,2014-02-22
472590 3480630,2015,1224.9736969285325,13.61081885476147,538.8556856981181,10.997054810165677,2015-03-18,2015-02-20
472590 3480630,2016,1420.8139977840358,15.613340634989404,627.7395773695431,12.811011783051901,2016-02-21,2016-02-15
472590 3480630,2017,1492.1762121845015,16.579735690938907,783.5820270331236,15.991469939451504,2017-02-09,2017-01-29
472590 3480630,2018,1365.5672463982096,15.172969404424553,745.694429125574,15.218253655623958,2018-02-14,2018-02-15
472590 3480630,2019,1781.9672906940887,19.79963656326765,1061.8456016401994,21.670318400820396,2019-01-18,2019-01-30
472590 3480630,2020,268.4876667291058,16.780479170569112,NA,NaN,NA,NA
472590 3480660,2014,1311.0592389715387,14.567324877461541,550.4044823676209,11.23274453811471,2014-03-08,2014-02-13
472590 3480660,2015,1230.0143969960675,13.66682663328964,540.3765532084526,11.028092922621482,2015-03-17,2015-02-12
472590 3480660,2016,1419.7663561610577,15.601828089681952,622.2012942542543,12.697985597025598,2016-02-21,2016-02-06
472590 3480660,2017,1497.499889624645,16.638887662496057,784.1631604268042,16.003329804628656,2017-02-09,2017-01-26
472590 3480660,2018,1376.9249500131434,15.299166111257149,747.9950917126132,15.265205953318638,2018-02-14,2018-02-13
472590 3480660,2019,1610.9317269714397,17.899241410793774,868.7686686670619,17.72997282994004,2019-02-01,2019-01-27
472590 3480660,2020,432.140017763218,18.005834073467415,NA,NaN,NA,NA
472590 3480690,2014,1284.6901637738024,14.274335153042248,537.8501512408312,10.976533698792473,2014-03-09,2014-02-23
472590 3480690,2015,1176.4165585701535,13.071295095223928,514.4757407621619,10.499504913513507,2015-03-21,2015-02-25
472590 3480690,2016,1397.6824946311847,15.359148292650382,612.9042521004144,12.508250042865601,2016-02-22,2016-02-18
472590 3480690,2017,1475.4657563920873,16.39406395991208,774.577724494365,15.807708663150306,2017-02-10,2017-01-29
472590 3480690,2018,1336.748042522312,14.85275602802569,738.4419361741056,15.070243595389911,2018-02-15,2018-02-16
472590 3480690,2019,1567.7115725098834,17.419017472332037,857.8351757145871,17.50684032070586,2019-02-03,2019-02-06
472590 3480690,2020,265.73715830195226,16.608572393872016,NA,NaN,NA,NA
472590 3480720,2014,1269.9400404176693,14.11044489352966,529.6951757983591,10.81010562853794,2014-03-10,2014-03-19
472590 3480720,2015,1155.8433555188496,12.84270395020944,504.1797677102075,10.289383014494032,2015-03-22,2015-03-19
472590 3480720,2016,1389.4783622430518,15.26899299168189,604.7557005040763,12.341953071511764,2016-02-23,2016-03-09
472590 3480720,2017,1459.9785445850682,16.22198382872298,767.0900543795656,15.654899068970725,2017-02-10,2017-02-15
472590 3480720,2018,1311.414161065628,14.571268456284756,725.3819105469801,14.80371246014245,2018-02-16,2018-02-27
472590 3480720,2019,1549.1921712545227,17.213246347272474,847.3508866660009,17.292875238081653,2019-02-04,2019-02-21
472590 3480720,2020,268.9903609961352,16.81189756225845,NA,NaN,NA,NA
472590 3480750,2014,1261.933460491916,14.021482894354623,525.7900933601592,10.730410068574676,2014-03-10,2014-03-25
472590 3480750,2015,1139.2485639124948,12.658317376805497,494.5215014232137,10.09227553924926,2015-03-23,2015-03-22
472590 3480750,2016,1379.0663718214112,15.154575514521003,597.9663131814979,12.20339414656118,2016-02-23,2016-03-13
472590 3480750,2017,1446.0158917058811,16.066843241176457,759.6224137481989,15.502498239759163,2017-02-10,2017-02-18
472590 3480750,2018,1297.2631806866254,14.414035340962505,721.3844033227726,14.722130680056583,2018-02-16,2018-02-28
472590 3480750,2019,1530.2424658296025,17.00269406477336,835.1328353290601,17.04352725161347,2019-02-05,2019-02-25
472590 3480750,2020,266.82245394052984,16.676403371283115,NA,NaN,NA,NA
472590 3480780,2014,1260.3587741574572,14.003986379527303,526.8424070554324,10.751885858274132,2014-03-10,2014-03-31
472590 3480780,2015,1131.2645148600334,12.569605720667038,491.63307780489606,10.033328118467267,2015-03-23,2015-03-25
472590 3480780,2016,1371.3721865178995,15.070024027669225,596.9658023799373,12.182975558774231,2016-02-23,2016-03-16
472590 3480780,2017,1437.0694729933311,15.96743858881479,754.3690266055772,15.395286257256677,2017-02-11,2017-02-23
472590 3480780,2018,1151.9273355222308,12.799192616913675,600.5446107227134,12.256012463728846,2018-02-20,2018-03-04
472590 3480780,2019,1521.7883430960342,16.908759367733712,832.3274718909407,16.98627493654981,2019-02-05,2019-02-27
472590 3480780,2020,264.8241508361322,16.551509427258264,NA,NaN,NA,NA
472590 3480810,2014,1254.5750153254653,13.93972239250517,524.5441675153997,10.704983010518362,2014-03-10,2014-04-01
472590 3480810,2015,1115.0345096252124,12.389272329169026,481.95403877262515,9.835796709645411,2015-03-24,2015-03-28
472590 3480810,2016,1361.160106934076,14.957803372901935,589.9347472870841,12.039484638511919,2016-02-24,2016-03-17
472590 3480810,2017,1425.7611808073755,15.841790897859727,748.8317086632229,15.282279768637203,2017-02-11,2017-02-24
472590 3480810,2018,1137.8418401364243,12.642687112626936,592.9500681020446,12.101021798000911,2018-02-20,2018-03-05
472590 3480810,2019,1504.3266722941355,16.71474080326817,820.7373621401855,16.749742084493583,2019-02-06,2019-03-02
472590 3480810,2020,262.9018475525666,16.431365472035413,NA,NaN,NA,NA
472590 3480840,2014,1247.0064590587472,13.855627322874968,520.4817961017208,10.622077471463689,2014-03-10,2014-04-04
472590 3480840,2015,1100.623346699782,12.229148296664244,473.6551124211512,9.66643086573778,2015-03-24,2015-03-29
472590 3480840,2016,1350.3357509254517,14.838854405774196,583.0067077681391,11.898096076900798,2016-02-25,2016-03-17
472590 3480840,2017,1413.6110925948074,15.706789917720082,741.9212782219076,15.141250575957299,2017-02-11,2017-02-25
472590 3480840,2018,1125.9985400530065,12.51109488947785,586.6405569533139,11.972256264353344,2018-02-21,2018-03-06
472590 3480840,2019,1491.9060407069842,16.57673378563316,813.5973947455805,16.60402846419552,2019-02-06,2019-03-03
472590 3480840,2020,260.6844303714827,16.292776898217667,NA,NaN,NA,NA
472590 3480870,2014,1240.3174096456023,13.781304551617804,517.1421546570679,10.553921523613631,2014-03-11,2014-04-01
472590 3480870,2015,1092.159322248304,12.135103580536711,468.5830618448739,9.562919629487222,2015-03-24,2015-03-28
472590 3480870,2016,1338.4589224795654,14.708339807467752,577.5336781354031,11.786401594600063,2016-02-25,2016-03-17
472590 3480870,2017,1405.193568943663,15.61326187715181,736.6326596193261,15.03331958406788,2017-02-11,2017-02-24
472590 3480870,2018,1117.0220564468543,12.411356182742827,580.4055054314894,11.845010314928356,2018-02-21,2018-03-05
472590 3480870,2019,1480.63505749678,16.451500638853112,806.5537191753472,16.460279983170352,2019-02-07,2019-03-02
472590 3480870,2020,259.1152252517213,16.194701578232582,NA,NaN,NA,NA
472590 3480900,2014,1236.7186425407847,13.741318250453164,515.6662116549527,10.523800237856177,2014-03-11,2014-04-01
472590 3480900,2015,1084.9217105492173,12.05468567276908,463.9395157689184,9.46815338303915,2015-03-25,2015-03-28
472590 3480900,2016,1330.689958913753,14.622966581469813,573.3193291791052,11.700394473042964,2016-02-26,2016-03-17
472590 3480900,2017,1398.5563612779792,15.53951512531088,731.5965442530086,14.930541719449154,2017-02-12,2017-02-24
472590 3480900,2018,1111.4330586789104,12.349256207543448,578.7827844822473,11.811893560862188,2018-02-21,2018-03-05
472590 3480900,2019,1472.9982131237484,16.366646812486096,802.0521616814913,16.368411462887575,2019-02-07,2019-03-02
472590 3480900,2020,258.0495011998419,16.12809382499012,NA,NaN,NA,NA
472590 3480930,2014,1234.6573085264965,13.718414539183295,515.4786104319023,10.519971641467393,2014-03-11,2014-04-04
472590 3480930,2015,1082.0327015532955,12.022585572814394,463.2637162536302,9.454361556196535,2015-03-25,2015-03-29
472590 3480930,2016,1327.925713850387,14.592590262092164,573.2977906561882,11.699954911350781,2016-02-26,2016-03-18
472590 3480930,2017,1395.0823631837454,15.500915146486062,731.1099989835902,14.920612224154903,2017-02-12,2017-02-25
